t,a_thrust,a_roll,a_pitch,a_yaw
1.07500,-0.400000,0.000000,0.000000,0.000000
1.10000,-0.400000,0.000000,0.000000,0.000000
1.12500,-0.400000,0.000000,0.000000,0.000000
1.15000,-0.400000,0.000000,0.000000,0.000000
1.17500,-0.400000,0.000000,0.000000,0.000000
1.20000,-0.400000,0.000000,0.000000,0.000000
1.22500,-0.400000,0.000000,0.000000,0.000000
1.25000,-0.400000,0.000000,0.000000,0.000000
1.27500,-0.400000,0.000000,0.000000,0.000000
1.30000,-0.400000,0.000000,0.000000,0.000000
1.32500,-0.400000,0.000000,0.000000,0.000000
1.35000,-0.400000,0.000000,0.000000,0.000000
1.37500,-0.400000,0.000000,0.000000,0.000000
1.40000,-0.400000,0.000000,0.000000,0.000000
1.42500,-0.400000,0.000000,0.000000,0.000000
1.45000,-0.400000,0.000000,0.000000,0.000000
1.47500,-0.400000,0.000000,0.000000,0.000000
1.50000,-0.600000,0.000000,0.000000,0.000000
1.52500,-0.600000,0.000000,0.000000,0.000000
1.55000,-0.600000,0.000000,0.000000,0.000000
1.57500,-0.600000,0.000000,0.000000,0.000000
1.60000,-0.600000,0.000000,0.000000,0.000000
1.62500,-0.600000,0.000000,0.000000,0.000000
1.65000,-0.600000,0.000000,0.000000,0.000000
1.67500,-0.600000,0.000000,0.000000,0.000000
1.70000,-0.600000,0.000000,0.000000,0.000000
1.72500,-0.600000,0.000000,0.000000,0.000000
1.75000,-0.600000,0.000000,0.000000,0.000000
1.77500,-0.600000,0.000000,0.000000,0.000000
1.80000,-0.600000,0.000000,0.000000,0.000000
1.82500,-0.600000,0.000000,0.000000,0.000000
1.85000,-0.600000,0.000000,0.000000,0.000000
1.87500,-0.600000,0.000000,0.000000,0.000000
1.90000,-0.600000,0.000000,0.000000,0.000000
1.92500,-0.600000,0.000000,0.000000,0.000000
1.95000,-0.600000,0.000000,0.000000,0.000000
1.97500,-0.600000,0.000000,0.000000,0.000000
2.00000,-0.600000,0.000000,0.000000,0.000000
2.02500,-0.600000,0.000000,0.000000,0.000000
2.05000,-0.600000,0.000000,0.000000,0.000000
2.07500,-0.600000,0.000000,0.000000,0.000000
2.10000,-0.600000,0.000000,0.000000,0.000000
2.12500,-0.600000,0.000000,0.000000,0.000000
2.15000,-0.600000,0.000000,0.000000,0.000000
2.17500,-0.600000,0.000000,0.000000,0.000000
2.20000,-0.200000,0.000000,0.000000,0.000000
2.22500,-0.200000,0.000000,0.000000,0.000000
2.25000,-0.200000,0.000000,0.000000,0.000000
2.27500,-0.200000,0.000000,0.000000,0.000000
2.30000,-0.200000,0.000000,0.000000,0.000000
2.32500,-0.200000,0.000000,0.000000,0.000000
2.35000,-0.200000,0.000000,0.000000,0.000000
2.37500,-0.200000,0.000000,0.000000,0.000000
2.40000,-0.200000,0.000000,0.000000,0.000000
2.42500,-0.200000,0.000000,0.000000,0.000000
2.45000,-0.200000,0.000000,0.000000,0.000000
2.47500,-0.200000,0.000000,0.000000,0.000000
2.50000,-0.200000,0.000000,0.000000,0.000000
2.52500,-0.200000,0.000000,0.000000,0.000000
2.55000,-0.200000,0.000000,0.000000,0.000000
2.57500,-0.200000,0.000000,0.000000,0.000000
2.60000,-0.200000,0.000000,0.000000,0.000000
2.62500,-0.200000,0.000000,0.000000,0.000000
2.65000,-0.200000,0.000000,0.000000,0.000000
2.67500,-0.200000,0.000000,0.000000,0.000000
2.70000,-0.600000,0.000000,0.000000,0.000000
2.72500,-0.600000,0.000000,0.000000,0.000000
2.75000,-0.600000,0.000000,0.000000,0.000000
2.77500,-0.600000,0.000000,0.000000,0.000000
2.80000,-0.600000,0.000000,0.000000,0.000000
2.82500,-0.600000,0.000000,0.000000,0.000000
2.85000,-0.600000,0.000000,0.000000,0.000000
2.87500,-0.600000,0.000000,0.000000,0.000000
2.90000,-0.600000,0.000000,0.000000,0.000000
2.92500,-0.600000,0.000000,0.000000,0.000000
2.95000,-0.600000,0.000000,0.000000,0.000000
2.97500,-0.600000,0.000000,0.000000,0.000000
3.00000,-0.600000,0.000000,0.000000,0.000000
3.02500,-0.600000,0.000000,0.000000,0.000000
3.05000,-0.600000,0.000000,0.000000,0.000000
3.07500,-0.600000,0.000000,0.000000,0.000000
3.10000,-0.600000,0.000000,0.000000,0.000000
3.12500,-0.600000,0.000000,0.000000,0.000000
3.15000,-0.600000,0.000000,0.000000,0.000000
3.17500,-0.600000,0.000000,0.000000,0.000000
3.20000,-0.600000,0.000000,0.000000,0.000000
3.22500,-0.600000,0.000000,0.000000,0.000000
3.25000,-0.600000,0.000000,0.000000,0.000000
3.27500,-0.600000,0.000000,0.000000,0.000000
3.30000,-0.600000,0.000000,0.000000,0.000000
3.32500,-0.600000,0.000000,0.000000,0.000000
3.35000,-0.600000,0.000000,0.000000,0.000000
3.37500,-0.600000,0.000000,0.000000,0.000000
3.40000,0.000000,0.000000,0.000000,0.000000
3.42500,0.000000,0.000000,0.000000,0.000000
3.45000,0.000000,0.000000,0.000000,0.000000
3.47500,0.000000,0.000000,0.000000,0.000000
3.50000,0.000000,0.000000,0.000000,0.000000
3.52500,0.000000,0.000000,0.000000,0.000000
3.55000,0.000000,0.000000,0.000000,0.000000
3.57500,0.000000,0.000000,0.000000,0.000000
3.60000,0.000000,0.000000,0.000000,0.000000
3.62500,0.000000,0.000000,0.000000,0.000000
3.65000,0.000000,0.000000,0.000000,0.000000
3.67500,0.000000,0.000000,0.000000,0.000000
3.70000,0.000000,0.000000,0.000000,0.000000
3.72500,0.000000,0.000000,0.000000,0.000000
3.75000,0.000000,0.000000,0.000000,0.000000
3.77500,0.000000,0.000000,0.000000,0.000000
3.80000,0.000000,0.000000,0.000000,0.000000
3.82500,0.000000,0.000000,0.000000,0.000000
3.85000,0.000000,0.000000,0.000000,0.000000
3.87500,0.000000,0.000000,0.000000,0.000000
3.90000,-0.600000,0.000000,0.000000,0.000000
3.92500,-0.600000,0.000000,0.000000,0.000000
3.95000,-0.600000,0.000000,0.000000,0.000000
3.97500,-0.600000,0.000000,0.000000,0.000000
4.00000,-0.600000,0.000000,0.000000,0.000000
4.02500,-0.600000,0.000000,0.000000,0.000000
4.05000,-0.600000,0.000000,0.000000,0.000000
4.07500,-0.600000,0.000000,0.000000,0.000000
4.10000,-0.600000,0.000000,0.000000,0.000000
4.12500,-0.600000,0.000000,0.000000,0.000000
4.15000,-0.600000,0.000000,0.000000,0.000000
4.17500,-0.600000,0.000000,0.000000,0.000000
4.20000,-0.600000,0.000000,0.000000,0.000000
4.22500,-0.600000,0.000000,0.000000,0.000000
4.25000,-0.600000,0.000000,0.000000,0.000000
4.27500,-0.600000,0.000000,0.000000,0.000000
4.30000,-0.600000,0.000000,0.000000,0.000000
4.32500,-0.600000,0.000000,0.000000,0.000000
4.35000,-0.600000,0.000000,0.000000,0.000000
4.37500,-0.600000,0.000000,0.000000,0.000000
4.40000,-0.600000,0.000000,0.000000,0.000000
4.42500,-0.600000,0.000000,0.000000,0.000000
4.45000,-0.600000,0.000000,0.000000,0.000000
4.47500,-0.600000,0.000000,0.000000,0.000000
4.50000,-0.600000,0.000000,0.000000,0.000000
4.52500,-0.600000,0.000000,0.000000,0.000000
4.55000,-0.600000,0.000000,0.000000,0.000000
4.57500,-0.600000,0.000000,0.000000,0.000000
4.60000,0.200000,0.000000,0.000000,0.000000
4.62500,0.200000,0.000000,0.000000,0.000000
4.65000,0.200000,0.000000,0.000000,0.000000
4.67500,0.200000,0.000000,0.000000,0.000000
4.70000,0.200000,0.000000,0.000000,0.000000
4.72500,0.200000,0.000000,0.000000,0.000000
4.75000,0.200000,0.000000,0.000000,0.000000
4.77500,0.200000,0.000000,0.000000,0.000000
4.80000,0.200000,0.000000,0.000000,0.000000
4.82500,0.200000,0.000000,0.000000,0.000000
4.85000,0.200000,0.000000,0.000000,0.000000
4.87500,0.200000,0.000000,0.000000,0.000000
4.90000,0.200000,0.000000,0.000000,0.000000
4.92500,0.200000,0.000000,0.000000,0.000000
4.95000,0.200000,0.000000,0.000000,0.000000
4.97500,0.200000,0.000000,0.000000,0.000000
5.00000,0.200000,0.000000,0.000000,0.000000
5.02500,0.200000,0.000000,0.000000,0.000000
5.05000,0.200000,0.000000,0.000000,0.000000
5.07500,0.200000,0.000000,0.000000,0.000000
5.10000,-0.600000,0.000000,0.000000,0.000000
5.12500,-0.600000,0.000000,0.000000,0.000000
5.15000,-0.600000,0.000000,0.000000,0.000000
5.17500,-0.600000,0.000000,0.000000,0.000000
5.20000,-0.600000,0.000000,0.000000,0.000000
5.22500,-0.600000,0.000000,0.000000,0.000000
5.25000,-0.600000,0.000000,0.000000,0.000000
5.27500,-0.600000,0.000000,0.000000,0.000000
5.30000,-0.600000,0.000000,0.000000,0.000000
5.32500,-0.600000,0.000000,0.000000,0.000000
5.35000,-0.600000,0.000000,0.000000,0.000000
5.37500,-0.600000,0.000000,0.000000,0.000000
5.40000,-0.600000,0.000000,0.000000,0.000000
5.42500,-0.600000,0.000000,0.000000,0.000000
5.45000,-0.600000,0.000000,0.000000,0.000000
5.47500,-0.600000,0.000000,0.000000,0.000000
5.50000,-0.600000,0.000000,0.000000,0.000000
5.52500,-0.600000,0.000000,0.000000,0.000000
5.55000,-0.600000,0.000000,0.000000,0.000000
5.57500,-0.600000,0.000000,0.000000,0.000000
5.60000,-0.600000,0.000000,0.000000,0.000000
5.62500,-0.600000,0.000000,0.000000,0.000000
5.65000,-0.600000,0.000000,0.000000,0.000000
5.67500,-0.600000,0.000000,0.000000,0.000000
5.70000,-0.600000,0.000000,0.000000,0.000000
5.72500,-0.600000,0.000000,0.000000,0.000000
5.75000,-0.600000,0.000000,0.000000,0.000000
5.77500,-0.600000,0.000000,0.000000,0.000000
5.80000,-1.000000,0.000000,0.000000,0.000000
5.82500,-1.000000,0.000000,0.000000,0.000000
5.85000,-1.000000,0.000000,0.000000,0.000000
5.87500,-1.000000,0.000000,0.000000,0.000000
5.90000,-1.000000,0.000000,0.000000,0.000000
5.92500,-1.000000,0.000000,0.000000,0.000000
5.95000,-1.000000,0.000000,0.000000,0.000000
5.97500,-1.000000,0.000000,0.000000,0.000000
6.00000,-1.000000,0.000000,0.000000,0.000000
6.02500,-1.000000,0.000000,0.000000,0.000000
6.05000,-1.000000,0.000000,0.000000,0.000000
6.07500,-1.000000,0.000000,0.000000,0.000000
6.10000,-1.000000,0.000000,0.000000,0.000000
6.12500,-1.000000,0.000000,0.000000,0.000000
6.15000,-1.000000,0.000000,0.000000,0.000000
6.17500,-1.000000,0.000000,0.000000,0.000000
6.20000,-1.000000,0.000000,0.000000,0.000000
6.22500,-1.000000,0.000000,0.000000,0.000000
6.25000,-1.000000,0.000000,0.000000,0.000000
6.27500,-1.000000,0.000000,0.000000,0.000000
6.30000,-0.600000,0.000000,0.000000,0.000000
6.32500,-0.600000,0.000000,0.000000,0.000000
6.35000,-0.600000,0.000000,0.000000,0.000000
6.37500,-0.600000,0.000000,0.000000,0.000000
6.40000,-0.600000,0.000000,0.000000,0.000000
6.42500,-0.600000,0.000000,0.000000,0.000000
6.45000,-0.600000,0.000000,0.000000,0.000000
6.47500,-0.600000,0.000000,0.000000,0.000000
6.50000,-0.600000,0.000000,0.000000,0.000000
6.52500,-0.600000,0.000000,0.000000,0.000000
6.55000,-0.600000,0.000000,0.000000,0.000000
6.57500,-0.600000,0.000000,0.000000,0.000000
6.60000,-0.600000,0.000000,0.000000,0.000000
6.62500,-0.600000,0.000000,0.000000,0.000000
6.65000,-0.600000,0.000000,0.000000,0.000000
6.67500,-0.600000,0.000000,0.000000,0.000000
6.70000,-0.600000,0.000000,0.000000,0.000000
6.72500,-0.600000,0.000000,0.000000,0.000000
6.75000,-0.600000,0.000000,0.000000,0.000000
6.77500,-0.600000,0.000000,0.000000,0.000000
6.80000,-0.600000,0.000000,0.000000,0.000000
6.82500,-0.600000,0.000000,0.000000,0.000000
6.85000,-0.600000,0.000000,0.000000,0.000000
6.87500,-0.600000,0.000000,0.000000,0.000000
6.90000,-0.600000,0.000000,0.000000,0.000000
6.92500,-0.600000,0.000000,0.000000,0.000000
6.95000,-0.600000,0.000000,0.000000,0.000000
6.97500,-0.600000,0.000000,0.000000,0.000000
